M5m3n5,5,3,5,popmapsa,XX-23.fq.gz,16
M5m3n6,5,3,6,popmapsa,XX-23.fq.gz,16
M6m3n5,6,3,5,popmapsa,XX-23.fq.gz,16
M6m3n6,6,3,6,popmapsa,XX-23.fq.gz,16
M6m3n7,6,3,7,popmapsa,XX-23.fq.gz,16
M7m3n6,7,3,6,popmapsa,XX-23.fq.gz,16
M7m3n7,7,3,7,popmapsa,XX-23.fq.gz,16
M7m3n8,7,3,8,popmapsa,XX-23.fq.gz,16
M8m3n7,8,3,7,popmapsa,XX-23.fq.gz,16
M8m3n8,8,3,8,popmapsa,XX-23.fq.gz,16
M8m3n9,8,3,9,popmapsa,XX-23.fq.gz,16
M1m3n0,1,3,0,popmapsa,X-15.fq.gz,17
M1m3n1,1,3,1,popmapsa,X-15.fq.gz,17
M1m3n2,1,3,2,popmapsa,X-15.fq.gz,17
M2m3n1,2,3,1,popmapsa,X-15.fq.gz,17
M2m3n2,2,3,2,popmapsa,X-15.fq.gz,17
M2m3n3,2,3,3,popmapsa,X-15.fq.gz,17
M3m3n2,3,3,2,popmapsa,X-15.fq.gz,17
M3m3n3,3,3,3,popmapsa,X-15.fq.gz,17
M3m3n4,3,3,4,popmapsa,X-15.fq.gz,17
M4m3n3,4,3,3,popmapsa,X-15.fq.gz,17
M4m3n4,4,3,4,popmapsa,X-15.fq.gz,17
M4m3n5,4,3,5,popmapsa,X-15.fq.gz,17
M5m3n4,5,3,4,popmapsa,X-15.fq.gz,17
M5m3n5,5,3,5,popmapsa,X-15.fq.gz,17
M5m3n6,5,3,6,popmapsa,X-15.fq.gz,17
M6m3n5,6,3,5,popmapsa,X-15.fq.gz,17
M6m3n6,6,3,6,popmapsa,X-15.fq.gz,17
M6m3n7,6,3,7,popmapsa,X-15.fq.gz,17
M7m3n6,7,3,6,popmapsa,X-15.fq.gz,17
M7m3n7,7,3,7,popmapsa,X-15.fq.gz,17
M7m3n8,7,3,8,popmapsa,X-15.fq.gz,17
M8m3n7,8,3,7,popmapsa,X-15.fq.gz,17
M8m3n8,8,3,8,popmapsa,X-15.fq.gz,17
M8m3n9,8,3,9,popmapsa,X-15.fq.gz,17
M1m3n0,1,3,0,popmapsa,Y-22.fq.gz,18
M1m3n1,1,3,1,popmapsa,Y-22.fq.gz,18
M1m3n2,1,3,2,popmapsa,Y-22.fq.gz,18
M2m3n1,2,3,1,popmapsa,Y-22.fq.gz,18
M2m3n2,2,3,2,popmapsa,Y-22.fq.gz,18
M2m3n3,2,3,3,popmapsa,Y-22.fq.gz,18
M3m3n2,3,3,2,popmapsa,Y-22.fq.gz,18
M3m3n3,3,3,3,popmapsa,Y-22.fq.gz,18
M3m3n4,3,3,4,popmapsa,Y-22.fq.gz,18
M4m3n3,4,3,3,popmapsa,Y-22.fq.gz,18
M4m3n4,4,3,4,popmapsa,Y-22.fq.gz,18
M4m3n5,4,3,5,popmapsa,Y-22.fq.gz,18
M5m3n4,5,3,4,popmapsa,Y-22.fq.gz,18
M5m3n5,5,3,5,popmapsa,Y-22.fq.gz,18
M5m3n6,5,3,6,popmapsa,Y-22.fq.gz,18
M6m3n5,6,3,5,popmapsa,Y-22.fq.gz,18
M6m3n6,6,3,6,popmapsa,Y-22.fq.gz,18
M6m3n7,6,3,7,popmapsa,Y-22.fq.gz,18
M7m3n6,7,3,6,popmapsa,Y-22.fq.gz,18
M7m3n7,7,3,7,popmapsa,Y-22.fq.gz,18
M7m3n8,7,3,8,popmapsa,Y-22.fq.gz,18
M8m3n7,8,3,7,popmapsa,Y-22.fq.gz,18
